0011|2183.45|686.779|0|0.252865|1.42671
0011|2183.45|686.73|0|0.497663|1.42671
0011|2183.46|686.658|0|0.730569|1.42671
0011|2183.48|686.564|0|0.948754|1.42671
0011|2183.49|686.448|0|1.17232|1.42671
0011|2183.51|686.312|0|1.37088|1.42671
0011|2183.54|686.155|0|1.58645|1.42671
0011|2183.56|685.98|0|1.76823|1.42671
0011|2183.59|685.784|0|1.98527|1.42671
0011|2183.62|685.568|0|2.17526|1.42671
0011|2183.66|685.335|0|2.35662|1.42671
0011|2183.69|685.081|0|2.56665|1.42671
0011|2180.46|684.323|0|2.76976|1.42653
0011|2180.51|684.027|0|2.99108|1.42653
0011|2180.55|683.716|0|3.13515|1.42653
0011|2180.6|683.381|0|3.38778|1.42653
0011|2180.65|683.032|0|3.5225|1.42653
0011|2180.71|682.661|0|3.74706|1.42653
0011|2180.76|682.27|0|3.95721|1.42653
0011|2180.82|681.858|0|4.15511|1.42653
0011|2180.88|681.431|0|4.31219|1.42653
0011|2180.95|680.989|0|4.46661|1.42653
0011|2181.02|680.528|0|4.65785|1.42653
0011|2181.08|680.047|0|4.85545|1.42653
0011|2181.16|679.548|0|5.04161|1.42653
0011|2181.23|679.028|0|5.25055|1.42653
0011|2181.31|678.495|0|5.39022|1.42653
0011|2181.39|677.946|0|5.54153|1.42653
0011|2181.47|677.373|0|5.79229|1.42653
0011|2181.56|676.778|0|6.00843|1.42653
0011|2181.65|676.158|0|6.2571|1.42653
0011|2181.74|675.522|0|6.43284|1.42653
0011|2181.84|674.859|0|6.69021|1.42653
0011|2181.94|674.176|0|6.90234|1.42653
0011|2182.04|673.478|0|7.0541|1.42653
0011|2182.14|672.766|0|7.18967|1.42653
0011|2182.25|672.038|0|7.34851|1.42653
0011|2182.36|671.287|0|7.59027|1.42653
0011|2182.47|670.521|0|7.73716|1.42653
0011|2182.58|669.74|0|7.88405|1.42653
0011|2182.7|668.947|0|8.01683|1.42653
0011|2182.82|668.133|0|8.21526|1.42653
0011|2182.94|667.304|0|8.37137|1.42653
0011|2183.06|666.46|0|8.52725|1.42653
0011|2183.18|665.596|0|8.72726|1.42653
0011|2183.31|664.713|0|8.9196|1.42653
0011|2183.44|663.814|0|9.07813|1.42653
0011|2183.58|662.899|0|9.24988|1.42653
0011|2183.71|661.959|0|9.4945|1.42653
0011|2183.85|661.002|0|9.66082|1.42653
0011|2183.99|660.028|0|9.83763|1.42653
0011|2184.14|659.036|0|10.022|1.42653
0011|2184.28|658.02|0|10.2633|1.42653
0011|2184.44|656.985|0|10.4535|1.42653
0011|2184.59|655.937|0|10.5907|1.42653
0011|2184.74|654.872|0|10.752|1.42653
0011|2184.9|653.789|0|10.9442|1.42653
0011|2185.06|652.681|0|11.1904|1.42653
0011|2185.22|651.553|0|11.3965|1.42653
0011|2185.39|650.405|0|11.595|1.42653
0011|2185.56|649.235|0|11.8206|1.42653
0011|2185.73|648.041|0|12.0563|1.42653
0011|2185.91|646.832|0|12.2157|1.42653
0011|2186.09|645.606|0|12.3799|1.42653
0011|2186.27|644.36|0|12.5806|1.42653
0011|2186.45|643.092|0|12.8124|1.42653
0011|2186.64|641.805|0|12.9985|1.42653
0011|2186.83|640.494|0|13.241|1.42653
0011|2187.02|639.158|0|13.4985|1.42653
0011|2187.21|637.857|0|13.1412|1.42653
0011|2187.4|636.594|0|12.7607|1.42653
0011|2187.58|635.358|0|12.4832|1.42653
0011|2187.75|634.161|0|12.0857|1.42653
0011|2187.93|632.995|0|11.8011|1.42377
0011|2188.11|631.867|0|11.4163|1.42053
0011|2188.29|630.769|0|11.1178|1.41739
0011|2188.46|629.71|0|10.7183|1.41435
0011|2188.62|628.683|0|10.4001|1.41238
