flow0.0|2415.85|1578.09|0|0.252865|-2.78968
flow0.0|2415.8|1578.11|0|0.497663|-2.78968
flow0.0|2415.73|1578.14|0|0.730569|-2.78968
flow0.0|2415.64|1578.17|0|0.948754|-2.78968
flow0.0|2415.53|1578.21|0|1.17232|-2.78968
flow0.0|2415.4|1578.26|0|1.37088|-2.78968
flow0.0|2415.25|1578.31|0|1.58645|-2.78968
flow0.0|2415.09|1578.37|0|1.76823|-2.78968
flow0.0|2414.9|1578.44|0|1.98527|-2.78968
flow0.0|2414.7|1578.52|0|2.17526|-2.78968
flow0.0|2414.48|1578.6|0|2.35662|-2.78968
flow0.0|2414.24|1578.69|0|2.56665|-2.78968
flow0.0|2413.98|1578.78|0|2.76976|-2.78968
flow0.0|2413.69|1578.88|0|2.99108|-2.78968
flow0.0|2413.4|1578.99|0|3.13515|-2.78968
flow0.0|2413.08|1579.11|0|3.38778|-2.78968
flow0.0|2412.75|1579.23|0|3.5225|-2.78968
flow0.0|2412.4|1579.36|0|3.74706|-2.78968
flow0.0|2412.03|1579.5|0|3.95721|-2.78968
flow0.0|2411.64|1579.64|0|4.15511|-2.78968
flow0.0|2411.23|1579.79|0|4.31219|-2.78968
flow0.0|2410.81|1579.94|0|4.46661|-2.78968
flow0.0|2410.38|1580.1|0|4.65785|-2.78968
flow0.0|2409.92|1580.27|0|4.85545|-2.78968
flow0.0|2409.45|1580.44|0|5.04161|-2.78968
flow0.0|2408.96|1580.63|0|5.25055|-2.78968
flow0.0|2408.45|1580.81|0|5.39022|-2.78968
flow0.0|2407.93|1581|0|5.54153|-2.78968
flow0.0|2407.43|1581.28|0|5.79229|-2.75409
flow0.0|2407.01|1581.71|0|6.00843|-2.64859
flow0.0|2406.57|1582.15|0|6.2571|-2.53686
flow0.1|2415.85|1578.09|0|0.251574|-2.78968
flow0.0|2406.11|1582.61|0|6.51448|-2.42145
flow0.1|2415.8|1578.11|0|0.502155|-2.78968
flow0.0|2405.65|1583.09|0|6.66624|-2.3498
flow0.1|2415.73|1578.14|0|0.72568|-2.78968
flow0.0|2405.17|1583.57|0|6.82507|-2.3498
flow0.1|2415.64|1578.17|0|0.978763|-2.78968
flow0.0|2404.68|1584.07|0|6.97197|-2.3498
flow0.1|2415.53|1578.21|0|1.18487|-2.78968
flow0.0|2404.18|1584.58|0|7.10475|-2.3498
flow0.1|2415.4|1578.26|0|1.41066|-2.78968
flow0.0|2403.67|1585.09|0|7.26086|-2.3498
flow0.1|2415.24|1578.32|0|1.60375|-2.78968
flow0.0|2403.14|1585.62|0|7.46087|-2.3498
flow0.1|2415.07|1578.38|0|1.81525|-2.78968
flow0.0|2402.61|1586.17|0|7.6194|-2.3498
flow0.1|2414.89|1578.45|0|2.00481|-2.78968
flow0.0|2402.06|1586.72|0|7.86403|-2.3498
flow0.1|2414.68|1578.52|0|2.1832|-2.78968
flow0.0|2401.49|1587.3|0|8.04084|-2.3498
flow0.1|2414.46|1578.6|0|2.3721|-2.78968
flow0.0|2400.91|1587.89|0|8.2822|-2.3498
flow0.1|2414.22|1578.69|0|2.56225|-2.78968
flow0.0|2400.32|1588.49|0|8.41939|-2.3498
flow0.1|2413.96|1578.79|0|2.72363|-2.78968
flow0.0|2399.71|1589.1|0|8.61155|-2.3498
flow0.1|2413.68|1578.89|0|2.96986|-2.78968
flow0.0|2399.09|1589.73|0|8.81765|-2.3498
flow0.1|2413.39|1579|0|3.16829|-2.78968
flow0.0|2398.46|1590.37|0|9.04325|-2.3498
flow0.1|2413.07|1579.12|0|3.40407|-2.78968
flow0.0|2397.81|1591.02|0|9.2026|-2.3498
flow0.1|2412.73|1579.24|0|3.56827|-2.78968
flow0.0|2397.15|1591.69|0|9.4033|-2.3498
flow0.1|2412.37|1579.37|0|3.80012|-2.78968
flow0.0|2396.48|1592.38|0|9.58941|-2.3498
flow0.1|2412|1579.51|0|4.04254|-2.78968
flow0.0|2395.79|1593.08|0|9.84697|-2.3498
flow0.1|2411.6|1579.66|0|4.2604|-2.78968
flow0.0|2395.08|1593.79|0|10.0267|-2.3498
flow0.1|2411.17|1579.81|0|4.50094|-2.78968
flow0.0|2394.36|1594.52|0|10.2071|-2.3498
flow0.1|2410.73|1579.97|0|4.73204|-2.78968
flow0.0|2393.63|1595.26|0|10.3869|-2.3498
flow0.1|2410.26|1580.14|0|4.9418|-2.78968
flow0.0|2392.89|1596|0|10.5242|-2.3498
flow0.1|2409.79|1580.32|0|5.08446|-2.78968
flow0.0|2392.14|1596.77|0|10.6956|-2.3498
flow0.1|2409.29|1580.5|0|5.28596|-2.78968
flow0.0|2391.38|1597.54|0|10.9088|-2.3498
flow0.1|2408.78|1580.69|0|5.46627|-2.78968
flow0.0|2390.6|1598.33|0|11.112|-2.3498
flow0.1|2408.25|1580.88|0|5.60896|-2.78968
flow0.0|2389.8|1599.13|0|11.2813|-2.3498
flow0.1|2407.7|1581.09|0|5.85605|-2.78968
flow0.0|2388.99|1599.96|0|11.5335|-2.3498
flow0.1|2407.25|1581.46|0|5.98998|-2.70857
flow0.0|2388.17|1600.79|0|11.7068|-2.3498
flow0.1|2406.82|1581.9|0|6.16507|-2.59921
flow0.0|2387.34|1601.63|0|11.8796|-2.3498
flow0.1|2406.37|1582.36|0|6.40285|-2.48492
