flow0.0|2183.09|689.253|0|0.252865|1.42671
flow0.0|2183.09|689.203|0|0.497663|1.42671
flow0.0|2183.1|689.131|0|0.730569|1.42671
flow0.0|2183.12|689.037|0|0.948754|1.42671
flow0.0|2183.13|688.921|0|1.17232|1.42671
flow0.0|2183.15|688.786|0|1.37088|1.42671
flow0.0|2183.18|688.629|0|1.58645|1.42671
flow0.0|2183.2|688.454|0|1.76823|1.42671
flow0.0|2183.23|688.257|0|1.98527|1.42671
flow0.0|2183.26|688.042|0|2.17526|1.42671
flow0.0|2183.3|687.809|0|2.35662|1.42671
flow0.0|2183.33|687.555|0|2.56665|1.42671
flow0.0|2183.37|687.281|0|2.76976|1.42671
flow0.0|2183.42|686.985|0|2.99108|1.42671
flow0.0|2180.19|686.192|0|3.13515|1.42653
flow0.0|2180.24|685.856|0|3.38778|1.42653
flow0.0|2180.29|685.507|0|3.5225|1.42653
flow0.0|2180.35|685.136|0|3.74706|1.42653
flow0.0|2180.4|684.745|0|3.95721|1.42653
flow0.0|2180.46|684.333|0|4.15511|1.42653
flow0.0|2180.52|683.906|0|4.31219|1.42653
flow0.0|2180.59|683.464|0|4.46661|1.42653
flow0.0|2180.66|683.003|0|4.65785|1.42653
flow0.0|2180.73|682.522|0|4.85545|1.42653
flow0.0|2180.8|682.023|0|5.04161|1.42653
flow0.0|2180.87|681.503|0|5.25055|1.42653
flow0.0|2180.95|680.97|0|5.39022|1.42653
flow0.0|2181.03|680.421|0|5.54153|1.42653
flow0.0|2181.11|679.848|0|5.79229|1.42653
flow0.0|2181.2|679.253|0|6.00843|1.42653
flow0.0|2181.29|678.641|0|6.18417|1.42653
flow0.1|2183.09|689.252|0|0.258867|1.42671
flow0.0|2181.38|678.007|0|6.3963|1.42653
flow0.1|2183.09|689.201|0|0.518343|1.42671
flow0.0|2181.48|677.361|0|6.53187|1.42653
flow0.1|2183.11|689.127|0|0.74594|1.42671
flow0.0|2181.57|676.69|0|6.77362|1.42653
flow0.1|2183.12|689.031|0|0.966801|1.42671
flow0.0|2181.67|676.005|0|6.92051|1.42653
flow0.1|2183.14|688.915|0|1.17343|1.42671
flow0.0|2181.77|675.3|0|7.11894|1.42653
flow0.1|2183.16|688.78|0|1.36329|1.42671
flow0.0|2181.88|674.58|0|7.27482|1.42653
flow0.1|2183.18|688.626|0|1.55843|1.42671
flow0.0|2181.99|673.841|0|7.46716|1.42653
flow0.1|2183.2|688.45|0|1.77647|1.42671
flow0.0|2182.1|673.085|0|7.63891|1.42653
flow0.1|2183.23|688.257|0|1.957|1.42671
flow0.0|2182.21|672.312|0|7.80522|1.42653
flow0.1|2183.26|688.039|0|2.20389|1.42671
flow0.0|2182.32|671.521|0|7.98956|1.42653
flow0.1|2183.3|687.803|0|2.38505|1.42671
flow0.0|2182.44|670.711|0|8.1797|1.42653
flow0.1|2183.33|687.543|0|2.62642|1.42671
flow0.0|2182.56|669.885|0|8.34108|1.42653
flow0.1|2183.37|687.269|0|2.76361|1.42671
flow0.0|2182.68|669.035|0|8.58732|1.42653
flow0.1|2180.15|686.494|0|2.95577|1.42653
flow0.0|2182.81|668.165|0|8.79341|1.42653
flow0.1|2180.19|686.182|0|3.1542|1.42653
flow0.0|2182.94|667.272|0|9.01902|1.42653
flow0.1|2180.24|685.846|0|3.38998|1.42653
flow0.0|2183.07|666.363|0|9.17837|1.42653
flow0.1|2180.29|685.494|0|3.55418|1.42653
flow0.0|2183.21|665.434|0|9.37907|1.42653
flow0.1|2180.35|685.119|0|3.78603|1.42653
flow0.0|2183.35|664.487|0|9.56517|1.42653
flow0.1|2180.41|684.72|0|4.02845|1.42653
flow0.0|2183.49|663.515|0|9.82273|1.42653
flow0.1|2180.47|684.3|0|4.24631|1.42653
flow0.0|2183.63|662.525|0|10.0024|1.42653
flow0.1|2180.53|683.856|0|4.48685|1.42653
flow0.0|2183.78|661.517|0|10.1829|1.42653
flow0.1|2180.6|683.389|0|4.71795|1.42653
flow0.0|2183.93|660.491|0|10.3627|1.42653
flow0.1|2180.67|682.901|0|4.92771|1.42653
flow0.0|2184.08|659.451|0|10.5|1.42653
flow0.1|2180.74|682.399|0|5.07037|1.42653
flow0.0|2184.23|658.395|0|10.6713|1.42653
flow0.1|2180.82|681.877|0|5.27187|1.42653
flow0.0|2184.39|657.317|0|10.8846|1.42653
flow0.1|2180.9|681.337|0|5.45218|1.42653
flow0.0|2184.55|656.219|0|11.0878|1.42653
flow0.1|2180.98|680.783|0|5.59487|1.42653
flow0.0|2184.71|655.105|0|11.2571|1.42653
flow0.1|2181.06|680.205|0|5.84196|1.42653
flow0.0|2184.87|653.966|0|11.5093|1.42653
flow0.1|2181.15|679.613|0|5.97589|1.42653
flow0.0|2185.04|652.809|0|11.6826|1.42653
flow0.1|2181.24|679.004|0|6.15098|1.42653
flow0.0|2185.21|651.629|0|11.9204|1.42653
flow0.1|2181.33|678.372|0|6.38363|1.42653
flow0.2|2183.09|689.253|0|0.251282|1.42671
flow0.0|2185.39|650.425|0|12.1636|1.42653
flow0.1|2181.42|677.724|0|6.54604|1.42653
flow0.2|2183.09|689.203|0|0.502126|1.42671
flow0.0|2185.57|649.203|0|12.3446|1.42653
flow0.1|2181.52|677.055|0|6.75876|1.42653
flow0.2|2183.1|689.129|0|0.750106|1.42671
flow0.0|2185.75|647.962|0|12.5305|1.42653
flow0.1|2181.62|676.361|0|7.01376|1.42653
flow0.2|2183.12|689.03|0|0.993689|1.42671
flow0.0|2185.93|646.704|0|12.708|1.42653
flow0.1|2181.72|675.654|0|7.14528|1.42653
flow0.2|2183.14|688.909|0|1.2262|1.42671
flow0.0|2186.11|645.421|0|12.9547|1.42653
flow0.1|2181.83|674.929|0|7.32041|1.42653
flow0.2|2183.16|688.769|0|1.41494|1.42671
flow0.0|2186.3|644.121|0|13.1322|1.42653
flow0.1|2181.94|674.18|0|7.55944|1.42653
flow0.2|2183.18|688.605|0|1.65744|1.42671
flow0.0|2186.5|642.804|0|13.3073|1.42653
flow0.1|2182.05|673.414|0|7.7438|1.42653
flow0.2|2183.21|688.425|0|1.82202|1.42671
flow0.0|2186.69|641.466|0|13.5134|1.42653
flow0.1|2182.16|672.627|0|7.94318|1.42653
flow0.2|2183.24|688.222|0|2.05565|1.42671
flow0.0|2186.89|640.106|0|13.7416|1.42653
